"","V1","V2","V3"
"1","https://m.elmostrador.cl/dia/2019/06/29/ximena-rincon-suena-con-la-moneda-me-veo-entrando-como-presidenta/","DC","29-6-2019"
"2","https://m.elmostrador.cl/dia/2019/06/29/ximena-rincon-suena-con-la-moneda-me-veo-entrando-como-presidenta/","La Moneda","29-6-2019"
"3","https://m.elmostrador.cl/dia/2019/06/29/ximena-rincon-suena-con-la-moneda-me-veo-entrando-como-presidenta/","Ximena Rincón","29-6-2019"
"4","https://m.elmostrador.cl/dia/2019/06/29/funcionarios-del-mineduc-realizaran-paro-de-24-horas-en-solidaridad-con-movilizacion-docente/","Marcela Cubillos","29-6-2019"
"5","https://m.elmostrador.cl/dia/2019/06/29/funcionarios-del-mineduc-realizaran-paro-de-24-horas-en-solidaridad-con-movilizacion-docente/","Ministerio de Educación","29-6-2019"
"6","https://m.elmostrador.cl/dia/2019/06/29/funcionarios-del-mineduc-realizaran-paro-de-24-horas-en-solidaridad-con-movilizacion-docente/","Paro docente","29-6-2019"
"7","https://m.elmostrador.cl/cultura/2019/06/29/libro-enfermedades-preciosas-una-bitacora-del-trabajo-de-la-artista-cecilia-avendano/","Artes Visuales","29-6-2019"
"8","https://m.elmostrador.cl/cultura/2019/06/29/libro-enfermedades-preciosas-una-bitacora-del-trabajo-de-la-artista-cecilia-avendano/","Artista Cecilia Avendaño","29-6-2019"
"9","https://m.elmostrador.cl/cultura/2019/06/29/libro-enfermedades-preciosas-una-bitacora-del-trabajo-de-la-artista-cecilia-avendano/","libro ""Enfermedades preciosas""","29-6-2019"
"10","https://m.elmostrador.cl/dia/2019/06/29/fallecio-el-director-de-quinenco-gonzalo-menendez-duque-mano-derecha-de-luksic/","Andrónico Luksic Abaroa","29-6-2019"
"11","https://m.elmostrador.cl/dia/2019/06/29/fallecio-el-director-de-quinenco-gonzalo-menendez-duque-mano-derecha-de-luksic/","Andrónico Luksic Craig","29-6-2019"
"12","https://m.elmostrador.cl/dia/2019/06/29/fallecio-el-director-de-quinenco-gonzalo-menendez-duque-mano-derecha-de-luksic/","Banco de Chile","29-6-2019"
"13","https://m.elmostrador.cl/dia/2019/06/29/fallecio-el-director-de-quinenco-gonzalo-menendez-duque-mano-derecha-de-luksic/","Caso Lucchetti","29-6-2019"
"14","https://m.elmostrador.cl/dia/2019/06/29/fallecio-el-director-de-quinenco-gonzalo-menendez-duque-mano-derecha-de-luksic/","Gonzalo Menéndez Duque","29-6-2019"
"15","https://m.elmostrador.cl/dia/2019/06/29/fallecio-el-director-de-quinenco-gonzalo-menendez-duque-mano-derecha-de-luksic/","Quiñenco","29-6-2019"
"16","https://m.elmostrador.cl/dia/2019/06/29/yoapoyoaarias-la-entrevista-que-desato-toda-la-solidaridad-con-el-arquero-de-la-roja/","Copa América","29-6-2019"
"17","https://m.elmostrador.cl/dia/2019/06/29/yoapoyoaarias-la-entrevista-que-desato-toda-la-solidaridad-con-el-arquero-de-la-roja/","Gabriel Arias","29-6-2019"
"18","https://m.elmostrador.cl/dia/2019/06/29/yoapoyoaarias-la-entrevista-que-desato-toda-la-solidaridad-con-el-arquero-de-la-roja/","La Roja","29-6-2019"
"19","https://m.elmostrador.cl/dia/2019/06/29/yoapoyoaarias-la-entrevista-que-desato-toda-la-solidaridad-con-el-arquero-de-la-roja/","Selección Chilena","29-6-2019"
"20","https://m.elmostrador.cl/dia/2019/06/29/yasna-provoste-dispara-contra-chahin-y-califica-de-ambiguo-el-acuerdos-de-la-dc-con-la-moneda-por-reforma-tributaria/",NA,"29-6-2019"
"21","https://m.elmostrador.cl/dia/2019/06/29/se-levanta-parcialmente-el-veto-trump-anuncia-que-empresas-de-ee-uu-podran-vender-productos-a-huawei/","China","29-6-2019"
"22","https://m.elmostrador.cl/dia/2019/06/29/se-levanta-parcialmente-el-veto-trump-anuncia-que-empresas-de-ee-uu-podran-vender-productos-a-huawei/","EEUU","29-6-2019"
"23","https://m.elmostrador.cl/dia/2019/06/29/se-levanta-parcialmente-el-veto-trump-anuncia-que-empresas-de-ee-uu-podran-vender-productos-a-huawei/","Huawei","29-6-2019"
"24","https://m.elmostrador.cl/dia/2019/06/29/se-levanta-parcialmente-el-veto-trump-anuncia-que-empresas-de-ee-uu-podran-vender-productos-a-huawei/","Trump","29-6-2019"
"25","https://m.elmostrador.cl/dia/2019/06/29/cruda-realidad-1-600-ninos-migrantes-murieron-o-desaparecieron-en-los-ultimos-cinco-anos/","Infancia","29-6-2019"
"26","https://m.elmostrador.cl/dia/2019/06/29/cruda-realidad-1-600-ninos-migrantes-murieron-o-desaparecieron-en-los-ultimos-cinco-anos/","migrantes","29-6-2019"
"27","https://m.elmostrador.cl/dia/2019/06/29/cruda-realidad-1-600-ninos-migrantes-murieron-o-desaparecieron-en-los-ultimos-cinco-anos/","Niños","29-6-2019"
"28","https://m.elmostrador.cl/dia/2019/06/29/cruda-realidad-1-600-ninos-migrantes-murieron-o-desaparecieron-en-los-ultimos-cinco-anos/","OIM","29-6-2019"
"29","https://m.elmostrador.cl/cultura/2019/06/29/retrato-y-autorretrato-en-fuerza-bruta-de-maha-vial/","Ediciones Kultrún","29-6-2019"
"30","https://m.elmostrador.cl/cultura/2019/06/29/retrato-y-autorretrato-en-fuerza-bruta-de-maha-vial/","Escritora Maha Vial","29-6-2019"
"31","https://m.elmostrador.cl/cultura/2019/06/29/retrato-y-autorretrato-en-fuerza-bruta-de-maha-vial/","Libro “Fuerza Bruta”","29-6-2019"
"32","https://m.elmostrador.cl/noticias/deportes/2019/06/29/reinaldo-rueda-se-resigna-contra-el-var-que-hizo-sufrir-a-chile-hay-que-acostumbrarse-a-que-quite-espontaneidad/","Reinaldo Rueda","29-6-2019"
"33","https://m.elmostrador.cl/noticias/deportes/2019/06/29/reinaldo-rueda-se-resigna-contra-el-var-que-hizo-sufrir-a-chile-hay-que-acostumbrarse-a-que-quite-espontaneidad/","VAR","29-6-2019"
"34","https://m.elmostrador.cl/dia/2019/06/29/la-union-europea-y-el-mercosur-firman-el-mayor-acuerdo-comercial-de-su-historia-tras-20-anos-de-negociaciones/","Mercosur","29-6-2019"
"35","https://m.elmostrador.cl/dia/2019/06/29/la-union-europea-y-el-mercosur-firman-el-mayor-acuerdo-comercial-de-su-historia-tras-20-anos-de-negociaciones/","UE","29-6-2019"
"36","https://m.elmostrador.cl/dia/2019/06/29/la-union-europea-y-el-mercosur-firman-el-mayor-acuerdo-comercial-de-su-historia-tras-20-anos-de-negociaciones/","Unión Europea","29-6-2019"
"37","https://m.elmostrador.cl/cultura/2019/06/29/el-diario-de-francisca-el-conmovedor-relato-de-una-nina-sobre-el-golpe-y-el-regimen-militar-de-pinochet-en-chile/","Francisca Márquez","29-6-2019"
"38","https://m.elmostrador.cl/cultura/2019/06/29/el-diario-de-francisca-el-conmovedor-relato-de-una-nina-sobre-el-golpe-y-el-regimen-militar-de-pinochet-en-chile/","Golpe de Estado","29-6-2019"
"39","https://m.elmostrador.cl/cultura/2019/06/29/el-diario-de-francisca-el-conmovedor-relato-de-una-nina-sobre-el-golpe-y-el-regimen-militar-de-pinochet-en-chile/","Historia","29-6-2019"
"40","https://m.elmostrador.cl/cultura/2019/06/29/el-diario-de-francisca-el-conmovedor-relato-de-una-nina-sobre-el-golpe-y-el-regimen-militar-de-pinochet-en-chile/","Infancia","29-6-2019"
"41","https://m.elmostrador.cl/cultura/2019/06/29/el-diario-de-francisca-el-conmovedor-relato-de-una-nina-sobre-el-golpe-y-el-regimen-militar-de-pinochet-en-chile/","Libro El diario de Francisca","29-6-2019"
"42","https://m.elmostrador.cl/dia/2019/06/28/la-especialidad-de-la-casa-chile-clasifica-a-semifinales-de-la-copa-america-tras-derrotar-a-colombia-y-al-var-en-penales/","Chile","28-6-2019"
"43","https://m.elmostrador.cl/dia/2019/06/28/la-especialidad-de-la-casa-chile-clasifica-a-semifinales-de-la-copa-america-tras-derrotar-a-colombia-y-al-var-en-penales/","Colombia","28-6-2019"
"44","https://m.elmostrador.cl/dia/2019/06/28/la-especialidad-de-la-casa-chile-clasifica-a-semifinales-de-la-copa-america-tras-derrotar-a-colombia-y-al-var-en-penales/","Copa América","28-6-2019"
"45","https://m.elmostrador.cl/dia/2019/06/28/la-especialidad-de-la-casa-chile-clasifica-a-semifinales-de-la-copa-america-tras-derrotar-a-colombia-y-al-var-en-penales/","penales","28-6-2019"
"46","https://m.elmostrador.cl/dia/2019/06/28/la-especialidad-de-la-casa-chile-clasifica-a-semifinales-de-la-copa-america-tras-derrotar-a-colombia-y-al-var-en-penales/","VAR","28-6-2019"
"47","https://m.elmostrador.cl/cultura/2019/06/28/inmobiliaria-valora-decision-del-consejo-de-monumentos-nacionales-de-aprobar-su-propuesta-en-ex-villa-san-luis/","ex villa San Luis de Las Condes","28-6-2019"
"48","https://m.elmostrador.cl/cultura/2019/06/28/inmobiliaria-valora-decision-del-consejo-de-monumentos-nacionales-de-aprobar-su-propuesta-en-ex-villa-san-luis/","inmobiliaria Presidente Riesco","28-6-2019"
"49","https://m.elmostrador.cl/dia/2019/06/28/a-roma-junto-al-papa-arzobispado-de-santiago-anuncia-concurso-audiovisual-para-poder-conocer-a-francisco/","arzobispado","28-6-2019"
"50","https://m.elmostrador.cl/dia/2019/06/28/a-roma-junto-al-papa-arzobispado-de-santiago-anuncia-concurso-audiovisual-para-poder-conocer-a-francisco/","Concurso","28-6-2019"
"51","https://m.elmostrador.cl/dia/2019/06/28/a-roma-junto-al-papa-arzobispado-de-santiago-anuncia-concurso-audiovisual-para-poder-conocer-a-francisco/","Papa Francisco","28-6-2019"
"52","https://m.elmostrador.cl/dia/2019/06/28/a-roma-junto-al-papa-arzobispado-de-santiago-anuncia-concurso-audiovisual-para-poder-conocer-a-francisco/","Santiago","28-6-2019"
"53","https://m.elmostrador.cl/dia/2019/06/28/proyecciones-del-ine-apuntan-a-que-chile-seria-habitado-por-mas-de-21-millones-de-personas-en-2035/","2035","28-6-2019"
"54","https://m.elmostrador.cl/dia/2019/06/28/proyecciones-del-ine-apuntan-a-que-chile-seria-habitado-por-mas-de-21-millones-de-personas-en-2035/","Chile","28-6-2019"
"55","https://m.elmostrador.cl/dia/2019/06/28/proyecciones-del-ine-apuntan-a-que-chile-seria-habitado-por-mas-de-21-millones-de-personas-en-2035/","INE","28-6-2019"
"56","https://m.elmostrador.cl/dia/2019/06/28/proyecciones-del-ine-apuntan-a-que-chile-seria-habitado-por-mas-de-21-millones-de-personas-en-2035/","personas","28-6-2019"
"57","https://m.elmostrador.cl/dia/2019/06/28/cubillos-anuncia-ley-corta-para-evitar-cobro-a-estudiantes-que-perdieron-la-gratuidad-y-que-eran-perjudicados-por-un-dictamen-de-contraloria/","Contraloría","28-6-2019"
"58","https://m.elmostrador.cl/dia/2019/06/28/cubillos-anuncia-ley-corta-para-evitar-cobro-a-estudiantes-que-perdieron-la-gratuidad-y-que-eran-perjudicados-por-un-dictamen-de-contraloria/","Educación","28-6-2019"
"59","https://m.elmostrador.cl/dia/2019/06/28/cubillos-anuncia-ley-corta-para-evitar-cobro-a-estudiantes-que-perdieron-la-gratuidad-y-que-eran-perjudicados-por-un-dictamen-de-contraloria/","gratuidad","28-6-2019"
"60","https://m.elmostrador.cl/dia/2019/06/28/copa-america-argentina-gana-a-venezuela-y-se-enfrentara-a-brasil-en-la-semifinal/","Argentina","28-6-2019"
"61","https://m.elmostrador.cl/dia/2019/06/28/copa-america-argentina-gana-a-venezuela-y-se-enfrentara-a-brasil-en-la-semifinal/","Brasil","28-6-2019"
"62","https://m.elmostrador.cl/dia/2019/06/28/copa-america-argentina-gana-a-venezuela-y-se-enfrentara-a-brasil-en-la-semifinal/","Copa América","28-6-2019"
"63","https://m.elmostrador.cl/dia/2019/06/28/copa-america-argentina-gana-a-venezuela-y-se-enfrentara-a-brasil-en-la-semifinal/","Venezuela","28-6-2019"
"64","https://m.elmostrador.cl/noticias/pais/2019/06/28/corte-marcial-respalda-a-jueza-rutherford-y-rechaza-dos-recursos-de-amparo-presentados-por-la-defensa-del-excomandante-oviedo/","Corte Marcial","28-6-2019"
"65","https://m.elmostrador.cl/noticias/pais/2019/06/28/corte-marcial-respalda-a-jueza-rutherford-y-rechaza-dos-recursos-de-amparo-presentados-por-la-defensa-del-excomandante-oviedo/","Recurso de amparo","28-6-2019"
"66","https://m.elmostrador.cl/noticias/pais/2019/06/28/corte-marcial-respalda-a-jueza-rutherford-y-rechaza-dos-recursos-de-amparo-presentados-por-la-defensa-del-excomandante-oviedo/","Romy Rutherford","28-6-2019"
"67","https://m.elmostrador.cl/dia/2019/06/28/corte-suprema-ratifica-decision-y-acoge-recurso-a-favor-de-ninos-mapuche-afectados-por-balines-y-lacrimogenas-de-carabineros/","Carabineros","28-6-2019"
"68","https://m.elmostrador.cl/dia/2019/06/28/corte-suprema-ratifica-decision-y-acoge-recurso-a-favor-de-ninos-mapuche-afectados-por-balines-y-lacrimogenas-de-carabineros/","Corte Suprema","28-6-2019"
"69","https://m.elmostrador.cl/dia/2019/06/28/record-absoluto-de-calor-en-francia-con-temperatura-de-45-grados/","Calor","28-6-2019"
"70","https://m.elmostrador.cl/dia/2019/06/28/record-absoluto-de-calor-en-francia-con-temperatura-de-45-grados/","Francia","28-6-2019"
"71","https://m.elmostrador.cl/dia/2019/06/28/record-absoluto-de-calor-en-francia-con-temperatura-de-45-grados/","record","28-6-2019"
"72","https://m.elmostrador.cl/dia/2019/06/28/la-ue-y-mercosur-logran-historico-acuerdo-comercial/","acuerdo","28-6-2019"
"73","https://m.elmostrador.cl/dia/2019/06/28/la-ue-y-mercosur-logran-historico-acuerdo-comercial/","Mercosur","28-6-2019"
"74","https://m.elmostrador.cl/dia/2019/06/28/la-ue-y-mercosur-logran-historico-acuerdo-comercial/","Unión Europea","28-6-2019"
"75","https://m.elmostrador.cl/noticias/pais/2019/06/28/fue-mal-concebida-las-reacciones-tras-el-congelamiento-indefinido-de-la-consulta-indigena/","Consulta indígena","28-6-2019"
"76","https://m.elmostrador.cl/noticias/pais/2019/06/28/fue-mal-concebida-las-reacciones-tras-el-congelamiento-indefinido-de-la-consulta-indigena/","Esteban Velásquez","28-6-2019"
"77","https://m.elmostrador.cl/noticias/pais/2019/06/28/fue-mal-concebida-las-reacciones-tras-el-congelamiento-indefinido-de-la-consulta-indigena/","ivan flores","28-6-2019"
"78","https://m.elmostrador.cl/noticias/pais/2019/06/28/fue-mal-concebida-las-reacciones-tras-el-congelamiento-indefinido-de-la-consulta-indigena/","reacciones","28-6-2019"
"79","https://m.elmostrador.cl/noticias/pais/2019/06/28/fue-mal-concebida-las-reacciones-tras-el-congelamiento-indefinido-de-la-consulta-indigena/","suspensión","28-6-2019"
"80","https://m.elmostrador.cl/dia/2019/06/28/escala-conflicto-en-vichuquen-vecinos-quieren-llevar-al-seia-proyecto-inmobiliario/","Comunidad","28-6-2019"
"81","https://m.elmostrador.cl/dia/2019/06/28/escala-conflicto-en-vichuquen-vecinos-quieren-llevar-al-seia-proyecto-inmobiliario/","Maule","28-6-2019"
"82","https://m.elmostrador.cl/dia/2019/06/28/escala-conflicto-en-vichuquen-vecinos-quieren-llevar-al-seia-proyecto-inmobiliario/","SEIA","28-6-2019"
"83","https://m.elmostrador.cl/dia/2019/06/28/escala-conflicto-en-vichuquen-vecinos-quieren-llevar-al-seia-proyecto-inmobiliario/","vecinos","28-6-2019"
"84","https://m.elmostrador.cl/dia/2019/06/28/escala-conflicto-en-vichuquen-vecinos-quieren-llevar-al-seia-proyecto-inmobiliario/","Vichuquén","28-6-2019"
"85","https://m.elmostrador.cl/mercados/2019/06/28/sindicatos-de-walmart-aprueban-huelga-tras-tres-dias-de-votacion/","Huelga","28-6-2019"
"86","https://m.elmostrador.cl/mercados/2019/06/28/sindicatos-de-walmart-aprueban-huelga-tras-tres-dias-de-votacion/","Líder","28-6-2019"
"87","https://m.elmostrador.cl/mercados/2019/06/28/sindicatos-de-walmart-aprueban-huelga-tras-tres-dias-de-votacion/","Sindicatos","28-6-2019"
"88","https://m.elmostrador.cl/mercados/2019/06/28/sindicatos-de-walmart-aprueban-huelga-tras-tres-dias-de-votacion/","Walmart","28-6-2019"
"89","https://m.elmostrador.cl/dia/2019/06/28/eeuu-impone-sanciones-al-hijo-del-presidente-venezolano-nicolas-maduro/","Departamento del Tesoro","28-6-2019"
"90","https://m.elmostrador.cl/dia/2019/06/28/eeuu-impone-sanciones-al-hijo-del-presidente-venezolano-nicolas-maduro/","EEUU","28-6-2019"
"91","https://m.elmostrador.cl/dia/2019/06/28/eeuu-impone-sanciones-al-hijo-del-presidente-venezolano-nicolas-maduro/","Nicolás Maduro","28-6-2019"
"92","https://m.elmostrador.cl/dia/2019/06/28/eeuu-impone-sanciones-al-hijo-del-presidente-venezolano-nicolas-maduro/","Venezuela","28-6-2019"
"93","https://m.elmostrador.cl/cultura/2019/06/28/astronomo-ensena-como-hacer-un-dispositivo-accesible-y-seguro-para-observar-el-eclipse-este-2-de-julio/","Astronomía","28-6-2019"
"94","https://m.elmostrador.cl/cultura/2019/06/28/astronomo-ensena-como-hacer-un-dispositivo-accesible-y-seguro-para-observar-el-eclipse-este-2-de-julio/","Eclipse","28-6-2019"
"95","https://m.elmostrador.cl/noticias/multimedia/2019/06/28/venezolana-varada-en-chacalluta-entrega-su-testimonio-acompanada-de-lactante-de-dos-meses/","Chacalluta","28-6-2019"
"96","https://m.elmostrador.cl/noticias/multimedia/2019/06/28/venezolana-varada-en-chacalluta-entrega-su-testimonio-acompanada-de-lactante-de-dos-meses/","Gobierno de Chile","28-6-2019"
"97","https://m.elmostrador.cl/noticias/multimedia/2019/06/28/venezolana-varada-en-chacalluta-entrega-su-testimonio-acompanada-de-lactante-de-dos-meses/","Servicio Jesuíta a Migrantes","28-6-2019"
"98","https://m.elmostrador.cl/noticias/multimedia/2019/06/28/venezolana-varada-en-chacalluta-entrega-su-testimonio-acompanada-de-lactante-de-dos-meses/","varados","28-6-2019"
"99","https://m.elmostrador.cl/noticias/multimedia/2019/06/28/venezolana-varada-en-chacalluta-entrega-su-testimonio-acompanada-de-lactante-de-dos-meses/","Visa","28-6-2019"
"100","https://m.elmostrador.cl/dia/2019/06/28/grupo-de-academicos-de-la-usach-acusan-doble-estandar-de-rector-zolezzi/","Usach","28-6-2019"
"101","https://m.elmostrador.cl/dia/2019/06/28/grupo-de-academicos-de-la-usach-acusan-doble-estandar-de-rector-zolezzi/","Zolezzi","28-6-2019"
"102","https://m.elmostrador.cl/mercados/2019/06/28/le-da-viabilidad-a-chuquicamata-para-que-opere-por-40-anos-mas-gobierno-valora-el-fin-de-la-huelga/","acuerdo","28-6-2019"
"103","https://m.elmostrador.cl/mercados/2019/06/28/le-da-viabilidad-a-chuquicamata-para-que-opere-por-40-anos-mas-gobierno-valora-el-fin-de-la-huelga/","Chuquicamata","28-6-2019"
"104","https://m.elmostrador.cl/mercados/2019/06/28/le-da-viabilidad-a-chuquicamata-para-que-opere-por-40-anos-mas-gobierno-valora-el-fin-de-la-huelga/","Codelco","28-6-2019"
"105","https://m.elmostrador.cl/mercados/2019/06/28/le-da-viabilidad-a-chuquicamata-para-que-opere-por-40-anos-mas-gobierno-valora-el-fin-de-la-huelga/","Gobierno","28-6-2019"
"106","https://m.elmostrador.cl/mercados/2019/06/28/le-da-viabilidad-a-chuquicamata-para-que-opere-por-40-anos-mas-gobierno-valora-el-fin-de-la-huelga/","Subsecretario de Minería","28-6-2019"
"107","https://m.elmostrador.cl/mercados/2019/06/28/le-da-viabilidad-a-chuquicamata-para-que-opere-por-40-anos-mas-gobierno-valora-el-fin-de-la-huelga/","Trabajadores","28-6-2019"
"108","https://m.elmostrador.cl/noticias/pais/2019/06/28/seia-acoge-a-tramite-estudio-de-impacto-ambiental-para-construccion-de-la-linea-7-del-metro/","impacto ambiental","28-6-2019"
"109","https://m.elmostrador.cl/noticias/pais/2019/06/28/seia-acoge-a-tramite-estudio-de-impacto-ambiental-para-construccion-de-la-linea-7-del-metro/","Línea 7","28-6-2019"
"110","https://m.elmostrador.cl/noticias/pais/2019/06/28/seia-acoge-a-tramite-estudio-de-impacto-ambiental-para-construccion-de-la-linea-7-del-metro/","Metro de Santiago","28-6-2019"
"111","https://m.elmostrador.cl/noticias/pais/2019/06/28/seia-acoge-a-tramite-estudio-de-impacto-ambiental-para-construccion-de-la-linea-7-del-metro/","SEA","28-6-2019"
"112","https://m.elmostrador.cl/dia/2019/06/28/ine-desempleo-tuvo-leve-alza-en-trimestre-marzo-mayo-y-alcanza-71/","Desempleo","28-6-2019"
"113","https://m.elmostrador.cl/dia/2019/06/28/ine-desempleo-tuvo-leve-alza-en-trimestre-marzo-mayo-y-alcanza-71/","Encuesta Nacional del Empleo","28-6-2019"
"114","https://m.elmostrador.cl/dia/2019/06/28/ine-desempleo-tuvo-leve-alza-en-trimestre-marzo-mayo-y-alcanza-71/","INE","28-6-2019"
"115","https://m.elmostrador.cl/dia/2019/06/28/exministro-de-maduro-investigado-por-lavado-de-dinero-en-estados-unidos/","Luis Motta Dominguez","28-6-2019"
"116","https://m.elmostrador.cl/dia/2019/06/28/exministro-de-maduro-investigado-por-lavado-de-dinero-en-estados-unidos/","Maduro","28-6-2019"
"117","https://m.elmostrador.cl/noticias/multimedia/2019/06/28/con-un-emocionado-horst-paulmann-cencosud-levanta-u1-050-millones-en-apertura-de-division-shopping/","Bolsa","28-6-2019"
"118","https://m.elmostrador.cl/noticias/multimedia/2019/06/28/con-un-emocionado-horst-paulmann-cencosud-levanta-u1-050-millones-en-apertura-de-division-shopping/","Cencosud","28-6-2019"
"119","https://m.elmostrador.cl/noticias/multimedia/2019/06/28/con-un-emocionado-horst-paulmann-cencosud-levanta-u1-050-millones-en-apertura-de-division-shopping/","Horst Paulmann","28-6-2019"
"120","https://m.elmostrador.cl/dia/2019/06/28/cumbre-del-g20-2019-que-es-el-grupo-de-los-20-el-mayor-espacio-de-deliberacion-politica-y-economica-del-mundo-y-por-que-genera-controversia/","G20","28-6-2019"
"121","https://m.elmostrador.cl/dia/2019/06/28/cumbre-del-g20-2019-que-es-el-grupo-de-los-20-el-mayor-espacio-de-deliberacion-politica-y-economica-del-mundo-y-por-que-genera-controversia/","japón","28-6-2019"
"122","https://m.elmostrador.cl/dia/2019/06/28/cumbre-del-g20-2019-que-es-el-grupo-de-los-20-el-mayor-espacio-de-deliberacion-politica-y-economica-del-mundo-y-por-que-genera-controversia/","Osaka","28-6-2019"
"123","https://m.elmostrador.cl/noticias/pais/2019/06/28/reforma-de-pensiones-parlamentarios-dc-plantearon-mas-de-10-medidas-a-pinera-para-llegar-a-un-acuerdo/","DC","28-6-2019"
"124","https://m.elmostrador.cl/noticias/pais/2019/06/28/reforma-de-pensiones-parlamentarios-dc-plantearon-mas-de-10-medidas-a-pinera-para-llegar-a-un-acuerdo/","Gabriel Silber","28-6-2019"
"125","https://m.elmostrador.cl/noticias/pais/2019/06/28/reforma-de-pensiones-parlamentarios-dc-plantearon-mas-de-10-medidas-a-pinera-para-llegar-a-un-acuerdo/","Piñera","28-6-2019"
"126","https://m.elmostrador.cl/noticias/pais/2019/06/28/reforma-de-pensiones-parlamentarios-dc-plantearon-mas-de-10-medidas-a-pinera-para-llegar-a-un-acuerdo/","REforma de pensiones","28-6-2019"
"127","https://m.elmostrador.cl/noticias/pais/2019/06/28/reforma-de-pensiones-parlamentarios-dc-plantearon-mas-de-10-medidas-a-pinera-para-llegar-a-un-acuerdo/","Ximena Rincón","28-6-2019"
"128","https://m.elmostrador.cl/noticias/pais/2019/06/28/pinera-sobre-migrantes-en-chacalluta-estamos-tomando-medidas-para-proteger-nuestras-fronteras/","Chacalluta","28-6-2019"
"129","https://m.elmostrador.cl/noticias/pais/2019/06/28/pinera-sobre-migrantes-en-chacalluta-estamos-tomando-medidas-para-proteger-nuestras-fronteras/","migrantes","28-6-2019"
"130","https://m.elmostrador.cl/noticias/pais/2019/06/28/pinera-sobre-migrantes-en-chacalluta-estamos-tomando-medidas-para-proteger-nuestras-fronteras/","Piñera","28-6-2019"
"131","https://m.elmostrador.cl/noticias/pais/2019/06/28/pinera-sobre-migrantes-en-chacalluta-estamos-tomando-medidas-para-proteger-nuestras-fronteras/","venezolanos","28-6-2019"
"132","https://m.elmostrador.cl/cultura/2019/06/28/fulgor-y-agonia-de-la-villa-san-luis/","Arquitecto Miguel Lawner","28-6-2019"
"133","https://m.elmostrador.cl/cultura/2019/06/28/fulgor-y-agonia-de-la-villa-san-luis/","villa san luis de Las Condes","28-6-2019"
"134","https://m.elmostrador.cl/noticias/pais/2019/06/28/la-autocritica-de-chadwick-por-caso-de-fernanda-maciel-todas-las-instituciones-tenemos-que-hacer-una-reflexion/","Carabineros","28-6-2019"
"135","https://m.elmostrador.cl/noticias/pais/2019/06/28/la-autocritica-de-chadwick-por-caso-de-fernanda-maciel-todas-las-instituciones-tenemos-que-hacer-una-reflexion/","Chadwick","28-6-2019"
"136","https://m.elmostrador.cl/noticias/pais/2019/06/28/la-autocritica-de-chadwick-por-caso-de-fernanda-maciel-todas-las-instituciones-tenemos-que-hacer-una-reflexion/","Fernanda Maciel","28-6-2019"
"137","https://m.elmostrador.cl/noticias/pais/2019/06/28/la-autocritica-de-chadwick-por-caso-de-fernanda-maciel-todas-las-instituciones-tenemos-que-hacer-una-reflexion/","Mario Rozas","28-6-2019"
"138","https://m.elmostrador.cl/noticias/multimedia/videos/2019/06/28/copa-america-brasil-no-pudo-ante-la-muralla-paraguaya-en-los-90-minutos-y-clasifico-agonicamente-en-penales/","Brasil","28-6-2019"
"139","https://m.elmostrador.cl/noticias/multimedia/videos/2019/06/28/copa-america-brasil-no-pudo-ante-la-muralla-paraguaya-en-los-90-minutos-y-clasifico-agonicamente-en-penales/","Copa América","28-6-2019"
"140","https://m.elmostrador.cl/noticias/multimedia/videos/2019/06/28/copa-america-brasil-no-pudo-ante-la-muralla-paraguaya-en-los-90-minutos-y-clasifico-agonicamente-en-penales/","paraguay","28-6-2019"
"141","https://m.elmostrador.cl/noticias/multimedia/videos/2019/06/28/copa-america-brasil-no-pudo-ante-la-muralla-paraguaya-en-los-90-minutos-y-clasifico-agonicamente-en-penales/","penales","28-6-2019"
"142","https://m.elmostrador.cl/cultura/2019/06/28/la-casa-de-papel-regresa-con-una-tercera-temporada-mas-vertiginosa/","La Casa de Papel","28-6-2019"
"143","https://m.elmostrador.cl/dia/2019/06/27/casi-6-horas-macarena-segovia-desde-la-extensa-reunion-entre-la-ministra-cubillos-y-los-profesores/","Colegio de Profesores","27-6-2019"
"144","https://m.elmostrador.cl/dia/2019/06/27/casi-6-horas-macarena-segovia-desde-la-extensa-reunion-entre-la-ministra-cubillos-y-los-profesores/","Macarena Segovia","27-6-2019"
"145","https://m.elmostrador.cl/dia/2019/06/27/casi-6-horas-macarena-segovia-desde-la-extensa-reunion-entre-la-ministra-cubillos-y-los-profesores/","Marcela Cubillos","27-6-2019"
"146","https://m.elmostrador.cl/noticias/pais/2019/06/27/el-control-de-danos-del-gerente-nova-austral-tras-la-lapidaria-denuncia-de-manipulacion-da-datos/","Magallanes","27-6-2019"
"147","https://m.elmostrador.cl/noticias/pais/2019/06/27/el-control-de-danos-del-gerente-nova-austral-tras-la-lapidaria-denuncia-de-manipulacion-da-datos/","Nicos Nicolaides","27-6-2019"
"148","https://m.elmostrador.cl/noticias/pais/2019/06/27/el-control-de-danos-del-gerente-nova-austral-tras-la-lapidaria-denuncia-de-manipulacion-da-datos/","Nova Austral","27-6-2019"
"149","https://m.elmostrador.cl/noticias/pais/2019/06/27/el-control-de-danos-del-gerente-nova-austral-tras-la-lapidaria-denuncia-de-manipulacion-da-datos/","salmoneras","27-6-2019"
