"","V1","V2","V3"
"973","https://m.elmostrador.cl/dia/2019/06/20/protestan-en-caracas-para-mostrar-a-bachelet-la-crisis-y-violacion-de-ddhh/","Caracas","20-6-2019"
"974","https://m.elmostrador.cl/dia/2019/06/20/protestan-en-caracas-para-mostrar-a-bachelet-la-crisis-y-violacion-de-ddhh/","Crisis","20-6-2019"
"975","https://m.elmostrador.cl/dia/2019/06/20/protestan-en-caracas-para-mostrar-a-bachelet-la-crisis-y-violacion-de-ddhh/","Michelle Bachelet","20-6-2019"
"976","https://m.elmostrador.cl/dia/2019/06/20/protestan-en-caracas-para-mostrar-a-bachelet-la-crisis-y-violacion-de-ddhh/","Protestas","20-6-2019"
"977","https://m.elmostrador.cl/dia/2019/06/20/protestan-en-caracas-para-mostrar-a-bachelet-la-crisis-y-violacion-de-ddhh/","Venezuela","20-6-2019"
"978","https://m.elmostrador.cl/dia/2019/06/20/pinera-inaugura-linea-de-transmision-que-fortalece-sistema-electrico-de-chile/","Electricidad","20-6-2019"
"979","https://m.elmostrador.cl/dia/2019/06/20/pinera-inaugura-linea-de-transmision-que-fortalece-sistema-electrico-de-chile/","línea de transmisión","20-6-2019"
"980","https://m.elmostrador.cl/dia/2019/06/20/pinera-inaugura-linea-de-transmision-que-fortalece-sistema-electrico-de-chile/","Sebastián Piñera","20-6-2019"
"981","https://m.elmostrador.cl/dia/2019/06/20/presentan-proyecto-de-ley-para-que-parlamentarios-dejen-su-cargo-si-ejercen-trafico-de-influencia/","Andrés Celis","20-6-2019"
"982","https://m.elmostrador.cl/dia/2019/06/20/presentan-proyecto-de-ley-para-que-parlamentarios-dejen-su-cargo-si-ejercen-trafico-de-influencia/","Diputados","20-6-2019"
"983","https://m.elmostrador.cl/dia/2019/06/20/presentan-proyecto-de-ley-para-que-parlamentarios-dejen-su-cargo-si-ejercen-trafico-de-influencia/","Proyecto de Ley","20-6-2019"
"984","https://m.elmostrador.cl/dia/2019/06/20/presentan-proyecto-de-ley-para-que-parlamentarios-dejen-su-cargo-si-ejercen-trafico-de-influencia/","Senadores","20-6-2019"
"985","https://m.elmostrador.cl/dia/2019/06/20/presentan-proyecto-de-ley-para-que-parlamentarios-dejen-su-cargo-si-ejercen-trafico-de-influencia/","Tráfico de Influencias","20-6-2019"
"986","https://m.elmostrador.cl/cultura/2019/06/20/compania-el-circo-del-mundo-inicia-itinerancia-gratuita-con-dos-obras-por-diversas-regiones-de-chile/","Compañía El Circo del Mundo","20-6-2019"
"987","https://m.elmostrador.cl/cultura/2019/06/20/compania-el-circo-del-mundo-inicia-itinerancia-gratuita-con-dos-obras-por-diversas-regiones-de-chile/","las Artes y el Patrimonio","20-6-2019"
"988","https://m.elmostrador.cl/cultura/2019/06/20/compania-el-circo-del-mundo-inicia-itinerancia-gratuita-con-dos-obras-por-diversas-regiones-de-chile/","Ministerio de las Culturas","20-6-2019"
"989","https://m.elmostrador.cl/cultura/2019/06/20/compania-el-circo-del-mundo-inicia-itinerancia-gratuita-con-dos-obras-por-diversas-regiones-de-chile/","Programa Artes Escénicas Itinerantes","20-6-2019"
"990","https://m.elmostrador.cl/noticias/deportes/2019/06/20/cuesta-arriba-para-chile-camerun-gana-en-el-ultimo-minuto-y-obliga-a-la-roja-a-golear-a-tailandia/","Camerún","20-6-2019"
"991","https://m.elmostrador.cl/noticias/deportes/2019/06/20/cuesta-arriba-para-chile-camerun-gana-en-el-ultimo-minuto-y-obliga-a-la-roja-a-golear-a-tailandia/","Chile","20-6-2019"
"992","https://m.elmostrador.cl/noticias/deportes/2019/06/20/cuesta-arriba-para-chile-camerun-gana-en-el-ultimo-minuto-y-obliga-a-la-roja-a-golear-a-tailandia/","Christiane Endler","20-6-2019"
"993","https://m.elmostrador.cl/noticias/deportes/2019/06/20/cuesta-arriba-para-chile-camerun-gana-en-el-ultimo-minuto-y-obliga-a-la-roja-a-golear-a-tailandia/","clasificación","20-6-2019"
"994","https://m.elmostrador.cl/noticias/deportes/2019/06/20/cuesta-arriba-para-chile-camerun-gana-en-el-ultimo-minuto-y-obliga-a-la-roja-a-golear-a-tailandia/","Francia","20-6-2019"
"995","https://m.elmostrador.cl/noticias/deportes/2019/06/20/cuesta-arriba-para-chile-camerun-gana-en-el-ultimo-minuto-y-obliga-a-la-roja-a-golear-a-tailandia/","Mundial","20-6-2019"
"996","https://m.elmostrador.cl/noticias/deportes/2019/06/20/cuesta-arriba-para-chile-camerun-gana-en-el-ultimo-minuto-y-obliga-a-la-roja-a-golear-a-tailandia/","Nueva Zelanda","20-6-2019"
"997","https://m.elmostrador.cl/noticias/deportes/2019/06/20/cuesta-arriba-para-chile-camerun-gana-en-el-ultimo-minuto-y-obliga-a-la-roja-a-golear-a-tailandia/","Tailandia","20-6-2019"
"998","https://m.elmostrador.cl/noticias/pais/2019/06/20/cubillos-justifica-ingreso-de-carabineros-al-instituto-nacional-mientras-haya-violentistas-lanzando-molotov-tienen-el-deber-de-ingresar/","Bombas Molotov","20-6-2019"
"999","https://m.elmostrador.cl/noticias/pais/2019/06/20/cubillos-justifica-ingreso-de-carabineros-al-instituto-nacional-mientras-haya-violentistas-lanzando-molotov-tienen-el-deber-de-ingresar/","Instituto Nacional","20-6-2019"
"1000","https://m.elmostrador.cl/noticias/pais/2019/06/20/cubillos-justifica-ingreso-de-carabineros-al-instituto-nacional-mientras-haya-violentistas-lanzando-molotov-tienen-el-deber-de-ingresar/","Marcela Cubillos","20-6-2019"
"1001","https://m.elmostrador.cl/noticias/pais/2019/06/20/cubillos-justifica-ingreso-de-carabineros-al-instituto-nacional-mientras-haya-violentistas-lanzando-molotov-tienen-el-deber-de-ingresar/","violencia","20-6-2019"
"1002","https://m.elmostrador.cl/mercados/2019/06/20/precio-del-crudo-se-dispara-por-round-entre-estados-unidos-e-iran/","EEUU","20-6-2019"
"1003","https://m.elmostrador.cl/mercados/2019/06/20/precio-del-crudo-se-dispara-por-round-entre-estados-unidos-e-iran/","Irán","20-6-2019"
"1004","https://m.elmostrador.cl/mercados/2019/06/20/precio-del-crudo-se-dispara-por-round-entre-estados-unidos-e-iran/","Petróleo","20-6-2019"
"1005","https://m.elmostrador.cl/mercados/2019/06/20/precio-del-crudo-se-dispara-por-round-entre-estados-unidos-e-iran/","tensión","20-6-2019"
"1006","https://m.elmostrador.cl/noticias/multimedia/2019/06/20/con-incidentes-en-pleno-centro-de-santiago-termino-la-gran-marcha-de-profesores/","Carabineros","20-6-2019"
"1007","https://m.elmostrador.cl/noticias/multimedia/2019/06/20/con-incidentes-en-pleno-centro-de-santiago-termino-la-gran-marcha-de-profesores/","Incidentes","20-6-2019"
"1008","https://m.elmostrador.cl/noticias/multimedia/2019/06/20/con-incidentes-en-pleno-centro-de-santiago-termino-la-gran-marcha-de-profesores/","marcha","20-6-2019"
"1009","https://m.elmostrador.cl/noticias/multimedia/2019/06/20/con-incidentes-en-pleno-centro-de-santiago-termino-la-gran-marcha-de-profesores/","Paro nacinal de profesores","20-6-2019"
"1010","https://m.elmostrador.cl/noticias/multimedia/2019/06/20/con-incidentes-en-pleno-centro-de-santiago-termino-la-gran-marcha-de-profesores/","Santiago","20-6-2019"
"1011","https://m.elmostrador.cl/noticias/pais/2019/06/20/no-hay-ningun-tema-humanitario-asesor-del-gobierno-le-baja-el-perfil-a-situacion-de-venezolanos-en-chacalluta/","Chacalluta","20-6-2019"
"1012","https://m.elmostrador.cl/noticias/pais/2019/06/20/no-hay-ningun-tema-humanitario-asesor-del-gobierno-le-baja-el-perfil-a-situacion-de-venezolanos-en-chacalluta/","Frontera","20-6-2019"
"1013","https://m.elmostrador.cl/noticias/pais/2019/06/20/no-hay-ningun-tema-humanitario-asesor-del-gobierno-le-baja-el-perfil-a-situacion-de-venezolanos-en-chacalluta/","Gobierno","20-6-2019"
"1014","https://m.elmostrador.cl/noticias/pais/2019/06/20/no-hay-ningun-tema-humanitario-asesor-del-gobierno-le-baja-el-perfil-a-situacion-de-venezolanos-en-chacalluta/","varados","20-6-2019"
"1015","https://m.elmostrador.cl/noticias/pais/2019/06/20/no-hay-ningun-tema-humanitario-asesor-del-gobierno-le-baja-el-perfil-a-situacion-de-venezolanos-en-chacalluta/","venezolanos","20-6-2019"
"1016","https://m.elmostrador.cl/noticias/pais/2019/06/20/macarena-segovia-desde-la-marcha-de-profesores-marcela-cubillos-sigue-estirando-el-chicle/","Marcela Cubillos","20-6-2019"
"1017","https://m.elmostrador.cl/noticias/pais/2019/06/20/macarena-segovia-desde-la-marcha-de-profesores-marcela-cubillos-sigue-estirando-el-chicle/","marcha","20-6-2019"
"1018","https://m.elmostrador.cl/noticias/pais/2019/06/20/macarena-segovia-desde-la-marcha-de-profesores-marcela-cubillos-sigue-estirando-el-chicle/","Mineduc","20-6-2019"
"1019","https://m.elmostrador.cl/noticias/pais/2019/06/20/macarena-segovia-desde-la-marcha-de-profesores-marcela-cubillos-sigue-estirando-el-chicle/","Profesores","20-6-2019"
"1020","https://m.elmostrador.cl/noticias/pais/2019/06/20/un-traspie-de-recien-llegado-manalich-pide-perdon-por-calificar-de-ignorantes-a-quienes-piden-mas-recursos-para-la-ley-del-cancer/","Carolina Goic","20-6-2019"
"1021","https://m.elmostrador.cl/noticias/pais/2019/06/20/un-traspie-de-recien-llegado-manalich-pide-perdon-por-calificar-de-ignorantes-a-quienes-piden-mas-recursos-para-la-ley-del-cancer/","Jaime Mañalich","20-6-2019"
"1022","https://m.elmostrador.cl/noticias/pais/2019/06/20/un-traspie-de-recien-llegado-manalich-pide-perdon-por-calificar-de-ignorantes-a-quienes-piden-mas-recursos-para-la-ley-del-cancer/","Ley Nacional del Cáncer","20-6-2019"
"1023","https://m.elmostrador.cl/noticias/pais/2019/06/20/un-traspie-de-recien-llegado-manalich-pide-perdon-por-calificar-de-ignorantes-a-quienes-piden-mas-recursos-para-la-ley-del-cancer/","Ministro de Salud","20-6-2019"
"1024","https://m.elmostrador.cl/noticias/multimedia/2019/06/20/tres-grandes-marchas-de-profesores-se-conectan-en-el-centro-de-santiago/","marcha","20-6-2019"
"1025","https://m.elmostrador.cl/noticias/multimedia/2019/06/20/tres-grandes-marchas-de-profesores-se-conectan-en-el-centro-de-santiago/","Ministerio de Educación","20-6-2019"
"1026","https://m.elmostrador.cl/noticias/multimedia/2019/06/20/tres-grandes-marchas-de-profesores-se-conectan-en-el-centro-de-santiago/","movilización","20-6-2019"
"1027","https://m.elmostrador.cl/noticias/multimedia/2019/06/20/tres-grandes-marchas-de-profesores-se-conectan-en-el-centro-de-santiago/","Paro nacional de profesores","20-6-2019"
"1028","https://m.elmostrador.cl/noticias/multimedia/2019/06/20/tres-grandes-marchas-de-profesores-se-conectan-en-el-centro-de-santiago/","Santiago","20-6-2019"
"1029","https://m.elmostrador.cl/cultura/2019/06/20/la-sorprendente-identidad-de-las-misteriosas-aves-gigantes-en-las-lineas-de-nasca-en-peru/","Colibrí ermitaño","20-6-2019"
"1030","https://m.elmostrador.cl/cultura/2019/06/20/la-sorprendente-identidad-de-las-misteriosas-aves-gigantes-en-las-lineas-de-nasca-en-peru/","Líneas de Nasca","20-6-2019"
"1031","https://m.elmostrador.cl/cultura/2019/06/20/la-sorprendente-identidad-de-las-misteriosas-aves-gigantes-en-las-lineas-de-nasca-en-peru/","ornitología","20-6-2019"
"1032","https://m.elmostrador.cl/cultura/2019/06/20/la-sorprendente-identidad-de-las-misteriosas-aves-gigantes-en-las-lineas-de-nasca-en-peru/","Perú","20-6-2019"
"1033","https://m.elmostrador.cl/dia/2019/06/20/crisis-en-venezuela-y-guaido-que-se-sabe-de-las-denuncias-de-corrupcion-contra-sus-colaboradores-en-colombia/","Ayuda Humanitaria","20-6-2019"
"1034","https://m.elmostrador.cl/dia/2019/06/20/crisis-en-venezuela-y-guaido-que-se-sabe-de-las-denuncias-de-corrupcion-contra-sus-colaboradores-en-colombia/","Guaidó","20-6-2019"
"1035","https://m.elmostrador.cl/dia/2019/06/20/crisis-en-venezuela-y-guaido-que-se-sabe-de-las-denuncias-de-corrupcion-contra-sus-colaboradores-en-colombia/","Venezuela","20-6-2019"
"1036","https://m.elmostrador.cl/noticias/pais/2019/06/20/provoste-por-falta-de-financiamiento-a-ley-del-cancer-las-promesas-del-presidente-pinera-son-solo-titulares/","DC","20-6-2019"
"1037","https://m.elmostrador.cl/noticias/pais/2019/06/20/provoste-por-falta-de-financiamiento-a-ley-del-cancer-las-promesas-del-presidente-pinera-son-solo-titulares/","Ley Nacional del Cáncer","20-6-2019"
"1038","https://m.elmostrador.cl/noticias/pais/2019/06/20/provoste-por-falta-de-financiamiento-a-ley-del-cancer-las-promesas-del-presidente-pinera-son-solo-titulares/","Yasna Provoste","20-6-2019"
"1039","https://m.elmostrador.cl/noticias/pais/2019/06/20/alcalde-de-santiago-por-incidentes-en-el-nacional-no-podemos-normalizar-que-alumnos-lancen-bombas-molotov/","Bombas Molotov","20-6-2019"
"1040","https://m.elmostrador.cl/noticias/pais/2019/06/20/alcalde-de-santiago-por-incidentes-en-el-nacional-no-podemos-normalizar-que-alumnos-lancen-bombas-molotov/","Felipe Alessandri","20-6-2019"
"1041","https://m.elmostrador.cl/noticias/pais/2019/06/20/alcalde-de-santiago-por-incidentes-en-el-nacional-no-podemos-normalizar-que-alumnos-lancen-bombas-molotov/","Instituto Nacional","20-6-2019"
"1042","https://m.elmostrador.cl/noticias/pais/2019/06/20/alcalde-de-santiago-por-incidentes-en-el-nacional-no-podemos-normalizar-que-alumnos-lancen-bombas-molotov/","Santiago","20-6-2019"
"1043","https://m.elmostrador.cl/noticias/pais/2019/06/20/rechazan-retroactividad-de-delitos-sexuales-contra-menores-de-edad/","Delitos sexuales","20-6-2019"
"1044","https://m.elmostrador.cl/noticias/pais/2019/06/20/rechazan-retroactividad-de-delitos-sexuales-contra-menores-de-edad/","Senado","20-6-2019"
"1045","https://m.elmostrador.cl/dia/2019/06/20/trump-revoca-el-plan-de-obama-para-reducir-emision-de-centrales-termicas/","centrales térmicas","20-6-2019"
"1046","https://m.elmostrador.cl/dia/2019/06/20/trump-revoca-el-plan-de-obama-para-reducir-emision-de-centrales-termicas/","Estados Unidos","20-6-2019"
"1047","https://m.elmostrador.cl/dia/2019/06/20/trump-revoca-el-plan-de-obama-para-reducir-emision-de-centrales-termicas/","Obama","20-6-2019"
"1048","https://m.elmostrador.cl/dia/2019/06/20/trump-revoca-el-plan-de-obama-para-reducir-emision-de-centrales-termicas/","Trump","20-6-2019"
"1049","https://m.elmostrador.cl/noticias/pais/2019/06/20/vuelco-en-caso-de-rodrigo-polanco-en-la-puc-suprema-establece-que-no-se-debe-repetir-sumario-por-acoso/","acoso sexual","20-6-2019"
"1050","https://m.elmostrador.cl/noticias/pais/2019/06/20/vuelco-en-caso-de-rodrigo-polanco-en-la-puc-suprema-establece-que-no-se-debe-repetir-sumario-por-acoso/","Corte Suprema","20-6-2019"
"1051","https://m.elmostrador.cl/noticias/pais/2019/06/20/vuelco-en-caso-de-rodrigo-polanco-en-la-puc-suprema-establece-que-no-se-debe-repetir-sumario-por-acoso/","PUC","20-6-2019"
"1052","https://m.elmostrador.cl/noticias/pais/2019/06/20/vuelco-en-caso-de-rodrigo-polanco-en-la-puc-suprema-establece-que-no-se-debe-repetir-sumario-por-acoso/","Rodrigo Polanco","20-6-2019"
"1053","https://m.elmostrador.cl/dia/2019/06/20/iran-asegura-haber-derribado-un-dron-estadounidense/","dron","20-6-2019"
"1054","https://m.elmostrador.cl/dia/2019/06/20/iran-asegura-haber-derribado-un-dron-estadounidense/","Estados Unidos","20-6-2019"
"1055","https://m.elmostrador.cl/dia/2019/06/20/iran-asegura-haber-derribado-un-dron-estadounidense/","Irán","20-6-2019"
"1056","https://m.elmostrador.cl/cultura/2019/06/20/obra-medianoche-el-mundo-de-edith-stein-figura-emblematica-de-la-modernidad/","Edith Stein","20-6-2019"
"1057","https://m.elmostrador.cl/cultura/2019/06/20/obra-medianoche-el-mundo-de-edith-stein-figura-emblematica-de-la-modernidad/","Obra “Medianoche”","20-6-2019"
"1058","https://m.elmostrador.cl/dia/2019/06/20/bachelet-se-reune-con-el-canciller-venezolano-jorge-arreaza-en-caracas/","Crisis en Venezuela","20-6-2019"
"1059","https://m.elmostrador.cl/dia/2019/06/20/bachelet-se-reune-con-el-canciller-venezolano-jorge-arreaza-en-caracas/","Michelle Bachelet","20-6-2019"
"1060","https://m.elmostrador.cl/dia/2019/06/20/bachelet-se-reune-con-el-canciller-venezolano-jorge-arreaza-en-caracas/","ONU","20-6-2019"
"1061","https://m.elmostrador.cl/dia/2019/06/20/bachelet-se-reune-con-el-canciller-venezolano-jorge-arreaza-en-caracas/","Venezuela","20-6-2019"
"1062","https://m.elmostrador.cl/dia/2019/06/20/huelga-en-chuquicamata-sindicatos-rechazan-la-ultima-oferta-de-codelco-y-llaman-a-buscar-nuevos-espacios-de-dialogo/","Chuquicamata","20-6-2019"
"1063","https://m.elmostrador.cl/dia/2019/06/20/huelga-en-chuquicamata-sindicatos-rechazan-la-ultima-oferta-de-codelco-y-llaman-a-buscar-nuevos-espacios-de-dialogo/","Codelco","20-6-2019"
"1064","https://m.elmostrador.cl/dia/2019/06/20/huelga-en-chuquicamata-sindicatos-rechazan-la-ultima-oferta-de-codelco-y-llaman-a-buscar-nuevos-espacios-de-dialogo/","Huelga","20-6-2019"
"1065","https://m.elmostrador.cl/dia/2019/06/20/desvinculan-a-seis-funcionarios-de-gendarmeria-tras-fuga-de-reos-en-colina-1/","Colina 1","20-6-2019"
"1066","https://m.elmostrador.cl/dia/2019/06/20/desvinculan-a-seis-funcionarios-de-gendarmeria-tras-fuga-de-reos-en-colina-1/","Fuga de Reos","20-6-2019"
"1067","https://m.elmostrador.cl/dia/2019/06/20/desvinculan-a-seis-funcionarios-de-gendarmeria-tras-fuga-de-reos-en-colina-1/","Gendarmería","20-6-2019"
"1068","https://m.elmostrador.cl/cultura/2019/06/20/paul-giamatti-protagonista-de-la-serie-billions-la-gente-ama-a-los-forajidos-y-no-a-los-sheriffs/","Paul Giamatti","20-6-2019"
"1069","https://m.elmostrador.cl/cultura/2019/06/20/paul-giamatti-protagonista-de-la-serie-billions-la-gente-ama-a-los-forajidos-y-no-a-los-sheriffs/","Serie ""Billions""","20-6-2019"
"1070","https://m.elmostrador.cl/mercados/2019/06/19/mexico-le-aguo-la-fiesta-se-cae-compra-de-cornershop-por-parte-de-walmart/",NA,"19-6-2019"
"1071","https://m.elmostrador.cl/dia/2019/06/19/nueva-companera-para-cubillos-pinera-nombra-a-alejandra-grebe-como-nueva-directora-de-educacion-publica/","Alejandra Grebe","19-6-2019"
"1072","https://m.elmostrador.cl/dia/2019/06/19/nueva-companera-para-cubillos-pinera-nombra-a-alejandra-grebe-como-nueva-directora-de-educacion-publica/","Educación","19-6-2019"
"1073","https://m.elmostrador.cl/dia/2019/06/19/nueva-companera-para-cubillos-pinera-nombra-a-alejandra-grebe-como-nueva-directora-de-educacion-publica/","Educación Pública","19-6-2019"
"1074","https://m.elmostrador.cl/dia/2019/06/19/nueva-companera-para-cubillos-pinera-nombra-a-alejandra-grebe-como-nueva-directora-de-educacion-publica/","Marcela Cubillos","19-6-2019"
"1075","https://m.elmostrador.cl/dia/2019/06/19/defensora-de-la-ninez-mostro-su-preocupacion-por-hechos-de-violencia-ocurridos-en-el-instituto-nacional/","defensora de la niñez","19-6-2019"
"1076","https://m.elmostrador.cl/dia/2019/06/19/defensora-de-la-ninez-mostro-su-preocupacion-por-hechos-de-violencia-ocurridos-en-el-instituto-nacional/","Instituto Nacional","19-6-2019"
"1077","https://m.elmostrador.cl/noticias/deportes/2019/06/19/copa-america-colombia-gana-a-catar-con-una-brillante-asistencia-de-james-rodriguez/","catar","19-6-2019"
"1078","https://m.elmostrador.cl/noticias/deportes/2019/06/19/copa-america-colombia-gana-a-catar-con-una-brillante-asistencia-de-james-rodriguez/","Colombia","19-6-2019"
"1079","https://m.elmostrador.cl/noticias/deportes/2019/06/19/copa-america-colombia-gana-a-catar-con-una-brillante-asistencia-de-james-rodriguez/","Copa América","19-6-2019"
"1080","https://m.elmostrador.cl/dia/2019/06/19/cancelan-el-rescate-del-cuerpo-de-minero-boliviano-en-chile-y-cierran-mina/","Mina San José","19-6-2019"
"1081","https://m.elmostrador.cl/dia/2019/06/19/cancelan-el-rescate-del-cuerpo-de-minero-boliviano-en-chile-y-cierran-mina/","Rescate","19-6-2019"
"1082","https://m.elmostrador.cl/dia/2019/06/19/cubillos-pierde-a-uno-de-los-suyos-renuncia-el-superintendente-de-educacion/","Educación","19-6-2019"
"1083","https://m.elmostrador.cl/dia/2019/06/19/cubillos-pierde-a-uno-de-los-suyos-renuncia-el-superintendente-de-educacion/","Marcela Cubillos","19-6-2019"
"1084","https://m.elmostrador.cl/dia/2019/06/19/cubillos-pierde-a-uno-de-los-suyos-renuncia-el-superintendente-de-educacion/","Sebastián Izquierdo","19-6-2019"
"1085","https://m.elmostrador.cl/dia/2019/06/19/cubillos-pierde-a-uno-de-los-suyos-renuncia-el-superintendente-de-educacion/","superintendente","19-6-2019"
"1086","https://m.elmostrador.cl/dia/2019/06/19/tc-decide-escuchar-a-senadores-para-resolver-problema-de-quorum-del-tpp-11/","Diputados","19-6-2019"
"1087","https://m.elmostrador.cl/dia/2019/06/19/tc-decide-escuchar-a-senadores-para-resolver-problema-de-quorum-del-tpp-11/","Senadores","19-6-2019"
"1088","https://m.elmostrador.cl/dia/2019/06/19/tc-decide-escuchar-a-senadores-para-resolver-problema-de-quorum-del-tpp-11/","TPP-11","19-6-2019"
"1089","https://m.elmostrador.cl/cultura/2019/06/19/primer-estudio-en-su-tipo-en-chile-analizo-impactos-del-retroceso-de-glaciares-en-cordillera-de-darwin/",NA,"19-6-2019"
"1090","https://m.elmostrador.cl/noticias/pais/2019/06/19/llegaron-los-tiempos-mejores-en-chile-vamos-rn-y-la-udi-hacen-las-paces-tras-cita-con-pinera/","Chile Vamos","19-6-2019"
"1091","https://m.elmostrador.cl/noticias/pais/2019/06/19/llegaron-los-tiempos-mejores-en-chile-vamos-rn-y-la-udi-hacen-las-paces-tras-cita-con-pinera/","Evópoli","19-6-2019"
"1092","https://m.elmostrador.cl/noticias/pais/2019/06/19/llegaron-los-tiempos-mejores-en-chile-vamos-rn-y-la-udi-hacen-las-paces-tras-cita-con-pinera/","Jacqueline Van Rysselberghe","19-6-2019"
"1093","https://m.elmostrador.cl/noticias/pais/2019/06/19/llegaron-los-tiempos-mejores-en-chile-vamos-rn-y-la-udi-hacen-las-paces-tras-cita-con-pinera/","La Moneda","19-6-2019"
"1094","https://m.elmostrador.cl/noticias/pais/2019/06/19/llegaron-los-tiempos-mejores-en-chile-vamos-rn-y-la-udi-hacen-las-paces-tras-cita-con-pinera/","Mario Desbordes","19-6-2019"
"1095","https://m.elmostrador.cl/noticias/pais/2019/06/19/llegaron-los-tiempos-mejores-en-chile-vamos-rn-y-la-udi-hacen-las-paces-tras-cita-con-pinera/","RN","19-6-2019"
"1096","https://m.elmostrador.cl/noticias/pais/2019/06/19/llegaron-los-tiempos-mejores-en-chile-vamos-rn-y-la-udi-hacen-las-paces-tras-cita-con-pinera/","UDI","19-6-2019"
"1097","https://m.elmostrador.cl/dia/2019/06/19/bachelet-inicia-visita-a-venezuela-para-abordar-la-crisis/","Michelle Bachelet","19-6-2019"
"1098","https://m.elmostrador.cl/dia/2019/06/19/bachelet-inicia-visita-a-venezuela-para-abordar-la-crisis/","ONU","19-6-2019"
"1099","https://m.elmostrador.cl/dia/2019/06/19/bachelet-inicia-visita-a-venezuela-para-abordar-la-crisis/","Venezuela","19-6-2019"
"1100","https://m.elmostrador.cl/dia/2019/06/19/londres-38-denuncia-a-canal-13-por-uso-de-su-imagen-para-reportaje-del-escandalo-del-ps/","Canal 13","19-6-2019"
"1101","https://m.elmostrador.cl/dia/2019/06/19/londres-38-denuncia-a-canal-13-por-uso-de-su-imagen-para-reportaje-del-escandalo-del-ps/","fachadas","19-6-2019"
"1102","https://m.elmostrador.cl/dia/2019/06/19/londres-38-denuncia-a-canal-13-por-uso-de-su-imagen-para-reportaje-del-escandalo-del-ps/","Londres 38","19-6-2019"
"1103","https://m.elmostrador.cl/dia/2019/06/19/londres-38-denuncia-a-canal-13-por-uso-de-su-imagen-para-reportaje-del-escandalo-del-ps/","Partido Socialista","19-6-2019"
"1104","https://m.elmostrador.cl/dia/2019/06/19/londres-38-denuncia-a-canal-13-por-uso-de-su-imagen-para-reportaje-del-escandalo-del-ps/","reportaje","19-6-2019"
"1105","https://m.elmostrador.cl/noticias/deportes/2019/06/19/detienen-a-sospechoso-de-homicidio-involuntario-en-caso-de-emiliano-sala/","detienen","19-6-2019"
"1106","https://m.elmostrador.cl/noticias/deportes/2019/06/19/detienen-a-sospechoso-de-homicidio-involuntario-en-caso-de-emiliano-sala/","Emiliano Sala","19-6-2019"
"1107","https://m.elmostrador.cl/noticias/deportes/2019/06/19/detienen-a-sospechoso-de-homicidio-involuntario-en-caso-de-emiliano-sala/","muerte","19-6-2019"
"1108","https://m.elmostrador.cl/noticias/deportes/2019/06/19/detienen-a-sospechoso-de-homicidio-involuntario-en-caso-de-emiliano-sala/","sospechoso","19-6-2019"
"1109","https://m.elmostrador.cl/dia/2019/06/19/marcha-nacional-profesores-preparan-tres-recorridos-para-manana/","Marcha nacional","19-6-2019"
"1110","https://m.elmostrador.cl/dia/2019/06/19/marcha-nacional-profesores-preparan-tres-recorridos-para-manana/","Profesores","19-6-2019"
"1111","https://m.elmostrador.cl/dia/2019/06/19/bancada-udi-deja-de-lado-la-polemica-y-se-reune-con-el-ministro-sichel-representa-energia-nueva-que-llega-al-gabinete/","bancada","19-6-2019"
"1112","https://m.elmostrador.cl/dia/2019/06/19/bancada-udi-deja-de-lado-la-polemica-y-se-reune-con-el-ministro-sichel-representa-energia-nueva-que-llega-al-gabinete/","sebastian sichel","19-6-2019"
"1113","https://m.elmostrador.cl/dia/2019/06/19/bancada-udi-deja-de-lado-la-polemica-y-se-reune-con-el-ministro-sichel-representa-energia-nueva-que-llega-al-gabinete/","UDI","19-6-2019"
"1114","https://m.elmostrador.cl/cultura/2019/06/19/creador-de-chernobyl-explica-por-que-la-serie-no-tendra-segunda-temporada/","Miniserie ""Chernobyl""","19-6-2019"
"1115","https://m.elmostrador.cl/dia/2019/06/19/chilenos-residentes-en-china-inician-campana-para-costear-gastos-medicos-de-compatriota-que-se-encuentra-grave-tras-caer-desde-noveno-piso/","accidentada","19-6-2019"
"1116","https://m.elmostrador.cl/dia/2019/06/19/chilenos-residentes-en-china-inician-campana-para-costear-gastos-medicos-de-compatriota-que-se-encuentra-grave-tras-caer-desde-noveno-piso/","chilena","19-6-2019"
"1117","https://m.elmostrador.cl/dia/2019/06/19/chilenos-residentes-en-china-inician-campana-para-costear-gastos-medicos-de-compatriota-que-se-encuentra-grave-tras-caer-desde-noveno-piso/","China","19-6-2019"
"1118","https://m.elmostrador.cl/dia/2019/06/19/chilenos-residentes-en-china-inician-campana-para-costear-gastos-medicos-de-compatriota-que-se-encuentra-grave-tras-caer-desde-noveno-piso/","Cónsul","19-6-2019"
"1119","https://m.elmostrador.cl/dia/2019/06/19/chilenos-residentes-en-china-inician-campana-para-costear-gastos-medicos-de-compatriota-que-se-encuentra-grave-tras-caer-desde-noveno-piso/","Genessis Parra","19-6-2019"
"1120","https://m.elmostrador.cl/dia/2019/06/19/chilenos-residentes-en-china-inician-campana-para-costear-gastos-medicos-de-compatriota-que-se-encuentra-grave-tras-caer-desde-noveno-piso/","grave","19-6-2019"
"1121","https://m.elmostrador.cl/dia/2019/06/19/la-migracion-llego-a-los-trabajos-90-de-los-chilenos-tienen-un-companero-extranjero/","Estudio","19-6-2019"
